"Respondent.Serial";"Respondent.Serial.SourceFile";"Respondent.Origin (1/6)";"Respondent.Origin (2/6)";"Respondent.Origin (3/6)";"Respondent.Origin (4/6)";"Respondent.Origin (5/6)";"Respondent.Origin (6/6)";"Respondent.Origin.Other";"Respondent.ID";"DataCollection.Status (1/9)";"DataCollection.Status (2/9)";"DataCollection.Status (3/9)";"DataCollection.Status (4/9)";"DataCollection.Status (5/9)";"DataCollection.Status (6/9)";"DataCollection.Status (7/9)";"DataCollection.Status (8/9)";"DataCollection.Status (9/9)";"DataCollection.InterviewerID";"DataCollection.StartTime";"DataCollection.FinishTime";"DataCollection.MetadataVersionNumber";"DataCollection.MetadataVersionGUID";"DataCollection.RoutingContext";"DataCollection.Variant";"DataCollection.EndQuestion";"DataCollection.TerminateSignal";"DataCollection.SeedValue";"DataCollection.InterviewEngine";"DataCollection.CurrentPage";"DataCollection.Debug";"DataCollection.ServerTimeZone";"DataCollection.InterviewerTimeZone";"DataCollection.RespondentTimeZone";"DataCollection.BatchID";"DataCollection.BatchName";"DataCollection.DataEntryMode";"DataCollection.Removed";"DataCleaning.Note";"DataCleaning.Status (1/2)";"DataCleaning.Status (2/2)";"DataCleaning.ReviewStatus (1/4)";"DataCleaning.ReviewStatus (2/4)";"DataCleaning.ReviewStatus (3/4)";"DataCleaning.ReviewStatus (4/4)";"PA";"PB";"P1_1";"P1_1.R96";"P1_T (1/10)";"P1_T (2/10)";"P1_T (3/10)";"P1_T (4/10)";"P1_T (5/10)";"P1_T (6/10)";"P1_T (7/10)";"P1_T (8/10)";"P1_T (9/10)";"P1_T (10/10)";"P1_T.R96";"P2_1";"P2_1.R96";"P2_T (1/10)";"P2_T (2/10)";"P2_T (3/10)";"P2_T (4/10)";"P2_T (5/10)";"P2_T (6/10)";"P2_T (7/10)";"P2_T (8/10)";"P2_T (9/10)";"P2_T (10/10)";"P2_T.R96";"P3";"P3.R96";"P4_1";"P4_2";"P4_3";"P4_4";"P4_5";"P4_6";"P4_7";"P4_8";"P4_9";"P4_96";"P4aCOMP";"P5";"P5.R96";"P6";"P6aCOMP";"P6a2COMP";"P6aAnos";"P6a";"P6aDias";"P8COMP";"P8COMP.R96";"P9COMP";"P10COMP";"P11COMP";"P12COMP";"P10";"P13aCOMP";"P13bCOMP";"P11[{R1}].escala";"P11[{R2}].escala";"P11[{R3}].escala";"P11[{R4}].escala";"P11[{R5}].escala";"P11[{R6}].escala";"P11[{R7}].escala";"P11[{R8}].escala";"P13aCOMP2";"P13bCOMP2";"P17[{R1}].escala";"P17[{R2}].escala";"P17[{R3}].escala";"P17[{R4}].escala";"P17[{R5}].escala";"P17[{R6}].escala";"P17[{R7}].escala";"P17[{R8}].escala";"P18[{R01}].escala";"P18[{R02}].escala";"P18[{R03}].escala";"P18[{R04}].escala";"P18[{R05}].escala";"P18[{R06}].escala";"P18[{R07}].escala";"P18[{R08}].escala";"P18[{R09}].escala";"P18[{R10}].escala";"P18[{R11}].escala";"P18[{R12}].escala";"P18[{R13}].escala";"P18[{R14}].escala";"P18[{R15}].escala";"P18[{R16}].escala";"P18[{R17}].escala";"P18[{R18}].escala";"P18[{R19}].escala";"D1";"D2";"D3";"D3.R96";"D4";"D4.R96";"EDJF";"AUTO";"HABI";"BANO";"BOIL";"FOCO";"NSE_Final";"USUARIOS";"NUSUARIOS (1/3)";"NUSUARIOS (2/3)";"NUSUARIOS (3/3)"
8708;;3;;;;;;;24234;1;;;;;;;;;"1583gomezangel101503";"2015-10-10 15:07:27";"2015-10-10 15:53:24";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1682880862;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;1;;"toda mi familia lo tiene";"no sabe";"por los beneficios";2;0;0;97;;;"puedo recargar en cualquier oxxo";2;"no sabe no lo cambiaria";5;5;"por lo que ofrecen";1;1;1;2;2;1;1;1;5;"no le interesa iusacell";1;2;2;1;2;2;2;2;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;1;1;1;;6;;11;1;5;1;1;11;1;"3 Telcel";1;;
8767;;3;;;;;;;25286;1;;;;;;;;;"1583gomezangel101503";"2015-10-10 15:11:49";"2015-10-10 15:24:52";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1682619435;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;1;;"cambio de numero";"la mas reconocida";"por que es la mas reconocida para mi";10;0;0;97;;;"es la mas reconocida";2;"la mayoría de mis amigas son telcel";2;1;"no me cambiaria";2;1;1;1;1;1;2;1;1;"me siento bien con la línea donde estoy";1;1;1;1;1;1;1;1;7;9;9;7;9;9;9;9;7;7;9;7;9;9;7;8;7;9;7;2;1;96;99;96;99;14;3;99;5;3;99;9;"3 Telcel";1;;
8829;;3;;;;;;;25284;1;;;;;;;;;"1119delpozoalejandra061404";"2015-10-10 15:15:43";"2015-10-10 15:31:25";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1682385449;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"por que es la line mas recono cida establecida";8;0;0;97;;;"por que es mar rápido de comunicxarme nunca e tenido problemas y le tengo mas confianza que a otras compañías";2;"por que real mente nose si la line este bien";4;4;"tal ves para checar como esta la linea";4;4;5;5;5;4;4;4;4;"por que siempre estado con telcel es mas difícil ca,mbiarme a otra línea";4;2;4;4;2;2;2;2;7;7;6;7;7;7;7;7;7;7;7;7;7;7;7;7;6;7;7;3;2;5;;4;;5;2;4;2;2;5;3;"3 Telcel";1;;
8833;;3;;;;;;;18760;1;;;;;;;;;"1459resendizrodolfo061504";"2015-10-10 15:16:00";"2015-10-10 15:33:09";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1682367884;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;6;;1;;;;;;;;;;;1;;1;;;;;1;;;;;2;95;;;;"PORQUE DESDE QUE LLEGUE ACA LE PUSIERON EL CHIP TELCEL";5;0;0;97;;;"PORQUE ES LA QUE MAS USO";1;"PARA NO ESTAR PONIENDO AIRE Y TENER UN PAGO FIJO PARA SABER CUANTOS MINUTOS PUEDO CONTAR";5;5;"PORQUE ANDO PONIENDOLE MINUTOS Y SE ACABA PRONTO ENTONCES MEJOR CUANDO LO QUIERE USAR UNO Y YA TIENE";4;4;5;3;3;3;4;4;5;"PORQUE NO QUIERO ESTAR HECHANDOLE MINUTOS";5;5;5;5;3;5;5;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;5;1;2;;7;;5;3;1;5;3;99;9;"3 Telcel";1;;
8878;;3;;;;;;;24165;1;;;;;;;;;"1388medinahector051502";"2015-10-10 15:19:34";"2015-10-10 15:42:15";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1682154318;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"PUEWS ME GUSTA LA COMPAÑIA COMO TRABAJA";8;98;998;97;;;"POR QUE ESTOY MUY A GUSTO CON MI COMPAÑIA";2;"POR QUE ESTOY MUY AGUSTO CON MI COMPAÑIA";5;2;"POR QUE ESTOY MUY A GUSTO CON MI COMPAÑIA";2;1;1;1;2;1;2;1;1;"FGHFJFHFJF";1;1;1;1;1;1;1;2;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;1;1;2;;1;;9;1;4;1;1;8;2;"3 Telcel";1;;
8879;;3;;;;;;;15346;1;;;;;;;;;"1610canasgabriela101503";"2015-10-10 15:19:41";"2015-10-10 15:32:32";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1682147220;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"PORQUE HE PROBADO MAS COMPAÑIAS Y NO ME AGRADAN";1;98;998;97;;;"ES LA DE MEJOR COBERTURA";2;"NO TIENE BUENA SEÑAL";1;1;"PORQUE NO ME HA FUNCIONADO Y SE LE ACABA RAPIDO EL SALDO";4;1;1;1;2;4;1;2;1;"ME GUSTA TELCEL";1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;4;2;2;;4;;14;3;99;5;3;99;9;"3 Telcel";1;;
8901;;3;;;;;;;20426;1;;;;;;;;;"1453gutierrezdavid061502";"2015-10-10 15:20:49";"2015-10-10 15:33:58";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1682079422;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;7;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"POR QUE CON ESE EMPECE Y NO ME GUSTA PASARME A OTRA ,LA COSTUMBRE";0;4;0;3;;"SEGUN DAS MAS TIEMPO TIEMPO AIRE";;2;"POR QUE NO HE CONOCIDO GENTE QUE TRAIGA";4;1;"YA ESTOY A ACOSTUMBRADO A TELCEL,Y NO QUIERO VER COMO FUNCIONA,ESTOY COMODO";1;1;1;1;1;1;1;1;1;"POR QUE NO QUIERO,ESTOY COMODO CON LA LINEA QUE TENGO EN TELCEL";1;1;1;1;1;1;1;1;6;8;6;8;9;9;6;6;6;6;8;7;6;7;8;8;8;6;6;3;1;1;;96;"OPERADOR DE TRACTOCAMION";2;1;4;1;2;1;4;"3 Telcel";1;;
8921;;3;;;;;;;31052;1;;;;;;;;;"1572CARPINTEYROZAIRA091504";"2015-10-10 15:22:26";"2015-10-10 15:43:31";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1681982296;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;8;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"POR QUE TENGO PUROS CONBTACTOS CON TELCEL";1;5;998;3;;"POR QUE TIENE MAS OPCIONES EN RECARGAS Y POR QUE TELCEL ME FALLA A VECES";;2;"POR QUE NO TENGO CONOCIMIENTO EN UNEFON";5;4;"POR QUE COMO USUARIO NOS CONVIENE POR LOS MEGAS, POR EL WHATSAP Y TE DA MÁS POR 200 PESOS";4;5;2;2;2;1;2;4;2;"POR QUE LAS COMODIDADES QUE NOS ESTAN OFRECIENDO SON MEJORES, Y TIENE UN MEJOR PLAN";2;2;2;4;2;1;2;2;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;9;9;4;2;2;;1;;11;1;3;2;2;6;1;"3 Telcel";1;;
8929;;3;;;;;;;11757;1;;;;;;;;;"1384deharosilvia051502";"2015-10-10 15:23:14";"2015-10-10 16:28:48";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1681934045;"IOM 6.0";39;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;6;;;;;;;;;;;1;;1;;;;;1;;;;;2;1;;"PORQUE NO ME JALA TANTO L CREDIT";"NO ME JALA EL CREDITO";"ES MAS ALTO NO TE PIDEN TANTO DE RECARGAS";5;98;998;97;;;"NO ME CONSUMO TANTO SALDO";1;"HAY QUE INTENTAR PARA VER COMO ESTA COMPAÑIA";5;5;"PORQUE TRAE PARA LLAMR A OTRO LADOS";5;5;5;5;5;3;5;5;1;"PORQUE ASI ESTOY BIEN EN TELCEL";3;3;3;3;3;3;3;3;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;2;1;96;"NO PROPORCIONO";96;"NO PROPORCIONO";14;3;1;5;3;1;9;"3 Telcel";1;;
8940;;3;;;;;;;12388;1;;;;;;;;;"1616merinocesar101502";"2015-10-10 15:23:54";"2015-10-10 15:44:07";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1681894358;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"es una buen compañía, tiene buena red y tarifas buenas en dinero.";6;98;998;97;;;"por sus buenas tarifas con las que cuenta y le gusta la compañía.";2;"por que no lo conoce la compañia";2;2;"por que no conoce la compañia unefon";4;2;2;2;2;2;2;2;4;"por que no conoce la compañia";2;4;4;4;2;2;2;2;9;9;9;9;9;9;9;9;9;7;9;7;7;7;9;7;7;9;9;5;2;96;99;96;99;9;3;99;5;3;99;9;"3 Telcel";1;;
8973;;3;;;;;;;26445;1;;;;;;;;;"1133rosasnelly011301";"2015-10-10 15:26:14";"2015-10-10 15:45:53";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1681754394;"IOM 6.0";38;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;;;;;;;;;;;1;;96;;;;;;;;;;"movistar";1;;1;;;;;;;;;;2;1;;"ME  HE  ACODADO  LA  VERDAD Y  QUE  SEMPRE  TIENE SEÑAL";"NO  HE CAMBIADO";"ME  HE  ACODADO  LA  VERDAD Y  QUE  SEMPRE  TIENE SEÑAL";7;98;998;97;;;"ME  HE  ACODADO  LA  VERDAD Y  QUE  SEMPRE  TIENE SEÑAL";2;"PORQUE  SI  ESTOY  A  GUSTO  CON MI LINEA";4;2;"PORQUE  SI  ESTOY  A  GUSTO  CON MI LINEA,SE  OYE  BIEN EL  PLAN  PERO  ESTOY  COMODA  CON LA QUE TENGO A HORITA";4;4;4;4;4;4;4;4;4;"PORQUE   SE  OYE  UN  POCO MAS  ATRACTIVO.";3;4;4;4;4;3;3;5;6;6;6;6;6;7;6;9;9;6;6;8;6;8;8;6;6;9;8;3;2;1;;2;;5;2;5;1;1;7;4;"3 Telcel";1;;
8989;;3;;;;;;;28166;1;;;;;;;;;"1059reyesjose051402";"2015-10-10 15:27:38";"2015-10-10 15:46:11";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1681670341;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"aquí en donde vivo fue la primera en salir";0;2;0;97;;;"no falla la señal";2;"donde vivo no hay señal de unefon";4;4;"por lo que ofrece, los beneficios";5;4;4;4;5;4;4;4;4;"por los beneficios que brinda";4;4;4;4;4;4;4;5;9;9;9;8;6;6;9;6;6;8;9;9;8;9;8;9;6;9;9;1;2;2;;4;;5;2;3;1;1;5;4;"3 Telcel";1;;
9011;;3;;;;;;;31639;1;;;;;;;;;"1407cuevasbrenda061504";"2015-10-10 15:29:58";"2015-10-10 15:49:53";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1681530330;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;96;"NC";95;;;;;;;;;;;96;"TELCEL";95;;;;;;;;;;;;;;;;;;;;;;1;2;95;;;;;3;98;998;97;;;"PUES POR NO ANDAR CAMBIANDO DE LINEA";2;"PORQUE NO QUIERO CAMBIAR DE LINEA";4;4;"SI PREGUNTO A UNA PERSONA QUE SEPA DE TODO ESTO SIEMPRE QUE SEA PARA BIEN";5;2;4;3;2;1;4;2;2;"PORQUE NO CONOZCO LAS LINEAS";5;1;5;3;2;1;5;2;6;6;9;6;9;9;9;6;9;6;6;9;6;9;9;9;9;9;6;5;2;3;;4;;3;2;4;1;1;4;3;"3 Telcel";1;;
9017;;3;;;;;;;29875;1;;;;;;;;;"1435munozgerson061504";"2015-10-10 15:30:31";"2015-10-10 15:41:05";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1681496836;"IOM 6.0";33;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"por la red es mas amplia";0;2;0;5;;"por la red";;;;4;2;"no he tenido ningún problema con telcel";5;5;5;5;1;5;1;1;2;"no tengo ningún incoveniente";5;5;5;5;1;5;1;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;2;2;1;;1;;9;2;4;1;1;7;4;"3 Telcel";1;;
9037;;3;;;;;;;24443;1;;;;;;;;;"1119delpozoalejandra061404";"2015-10-10 15:33:07";"2015-10-10 15:44:24";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1681340664;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"por que la red específicamente y buena promociones";5;0;0;4;;"por que talves hay mejores tarifas o promociones";;2;"por que noconosco que servicios teines";5;1;"con el servicio que tengo estoy satifecha";1;4;2;4;1;2;1;2;2;"por que no estoy buscando";1;4;2;4;4;1;1;2;9;9;6;6;9;9;6;8;6;6;9;9;8;8;8;9;8;9;6;2;1;1;;96;"nop";14;1;98;5;1;98;9;"3 Telcel";1;;
9103;;3;;;;;;;18533;1;;;;;;;;;"1220garciafernando121402";"2015-10-10 15:38:12";"2015-10-10 15:56:18";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1681035838;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"- POR COSTUMBRE, Y POR QUE TODA MI FAMILIA ESTÁ CON LA MISMA COMPAÑÍA";15;0;0;97;;;"-POR QUE TODA MI FAMILIA TIENE TELCEL, SI ALGUIEN SE CAMBIARA ME CAMBIARÍA TAMBIÉN";2;"- POR QUE MI FAMILIA TIENE LA MISMA COMPAÑÍA Y ES MEJOR PARA MÍ";4;4;"- NO LO HARIA, PERO LO QUE MENCIONASTE PARECE ATRACTIVO";4;4;2;1;5;1;1;4;5;"- POR QUE IUSACEL ES LACOMPAÑIA QUE VA COMO PUNTA DE LANZA EN MÉXICO";4;4;1;1;4;1;1;4;6;6;6;6;6;6;6;6;6;8;9;9;6;6;6;7;6;6;6;3;2;2;;1;;10;1;5;1;1;10;1;"3 Telcel";1;;
9109;;3;;;;;;;29820;1;;;;;;;;;"1611cruzsantiago101503";"2015-10-10 15:38:41";"2015-10-10 15:48:55";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1681007555;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;7;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;1;;"MUCHOSBENEFICIOS";"NO";"ME OFRECE MUCHOS BENCEFICIOS";2;98;98;4;;"POR QUE TIENE MUCHOS PLANES";;1;"TIENES MAS BENEFICIOS QUE TELCEL";5;4;"TELCL NO E DA LOS BENEFICIOS";4;4;4;4;4;4;4;4;4;"ME PARECE ATRACTIVP";4;3;5;5;4;5;4;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;2;1;;1;;9;1;6;2;2;10;2;"3 Telcel";1;;
9178;;3;;;;;;;25656;1;;;;;;;;;"1388medinahector051502";"2015-10-10 15:44:53";"2015-10-10 15:55:10";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1680635258;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;1;6;;"POR QUE PERDIA LA SEÑAL";;"POR QUE ES EL UNICO QUE HAY";4;98;998;97;;;"POR QUE ES MEJOR SERVICIO";2;"POR QUE NO LO CONOSCO";4;3;"POR QUE LAS REDES SOCIALES ILIMITADES";2;4;1;2;4;2;1;2;3;"POR QUE ME QUE DO SIN LINEA Y NO ME PUEDO QUEDAR SIN LINEAS";1;2;1;1;2;1;2;1;7;6;7;7;7;6;7;6;6;7;6;7;6;7;6;7;6;6;7;3;2;1;;1;;14;3;2;5;3;3;9;"3 Telcel";1;;
9242;;3;;;;;;;31582;1;;;;;;;;;"1572CARPINTEYROZAIRA091504";"2015-10-10 15:50:46";"2015-10-10 16:15:36";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1680282493;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;5;7;8;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;1;6;;"FALLA MUCHO LA LINEA EN MOVISTAR , SEGUIDO SE CORTAN LAS LLAMADAS";;"POR QUE ES LA QUE MENOS FALLA";7;98;998;97;;;"POR LA SEÑAL QUE TIENE , TIENE UNA MEJOR LINEA";1;"DEPENDEDIENDO DE LO QUE ME OFRESCA UNEFON";5;4;"POR QUE ES MÁS ECONOMICO QUE TELCEL";4;4;5;4;4;4;4;4;1;"POR QUE EN IUSACELL NO MANEJA CHIP , LA ATENCIÓN AL CLIENTE ES MUY MALA";4;4;4;4;4;4;4;1;6;7;7;7;7;6;6;6;6;7;7;7;7;7;7;7;7;6;6;5;1;2;;96;"AIRE ACONDICIONADO";10;1;4;2;1;7;1;"3 Telcel";1;;
9282;;3;;;;;;;20038;1;;;;;;;;;"1407cuevasbrenda061504";"2015-10-10 15:54:50";"2015-10-10 16:08:53";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1680037634;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"PORQUE CASI NO SE LE VA LA SEÑAL COMO A IUSACELL Y NEXTEL";998;1;998;97;;;"PORQUE ES MUCHO MAS RAPIDO QUE OTRAS COMPAÑIAS Y OFRECE MEJOR SERVICIO";2;"PORQUE YA ME ACOSTUMBRE A TELCEL";5;3;"PORQUE NUNCA LO HE USADO";4;4;4;5;2;4;2;4;3;"PORQUE A IUSACELL MAYORMENTE SE LE VA LA SEÑAL";4;4;4;5;2;4;4;4;7;7;7;7;7;9;7;7;7;7;7;7;8;7;7;7;7;9;7;1;2;1;;6;;13;1;3;1;2;8;1;"3 Telcel";1;;
9285;;3;;;;;;;11473;1;;;;;;;;;"1583gomezangel101503";"2015-10-10 15:54:58";"2015-10-10 16:37:27";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1680030489;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;5;;;;;;;;;;1;;95;;;;;;;;;;;;;2;;;;;;;;;;2;6;;"la señal";;"por el internet";6;0;0;97;;;"por el servicios";2;"no conozco el servicio";4;2;"por el contrato que tengo en telcel";2;4;4;4;2;2;2;2;2;"no me gusta el servicio de iusacell";1;4;1;2;2;1;2;4;9;7;6;8;7;6;7;6;9;7;7;7;7;7;7;8;9;9;7;3;1;1;;1;;8;1;3;1;1;7;2;"3 Telcel";1;;
9286;;3;;;;;;;29393;1;;;;;;;;;"1133rosasnelly011301";"2015-10-10 15:55:08";"2015-10-10 16:38:40";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1680019959;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;95;;;;;;;;;;;;;2;;;;;;;;;;1;6;;"QUE  NO  TIEN  BUEN A RECEPCION  QUE  NO ME DA  SEÑAL  Y  NO    ME  ENETRABAN   LAS MLLAMADAS  Y  POR R SO  DECIDI  CAMBIARME";;"LA  VERDA  ES QUE EM  CANSE  EN LA OTRA COMPAÑIA Y LUEGO  LOS MINUTOS   ME  LOS  QUITABAN  M  SALDO.";998;6;998;97;;;"PORQUE  TENGO PLANA  Y   SON DOS  AÑÑOS  Y TENGO  POCO";1;"POR   QUE  SI ME  OFRECEN  ALGO BUENO";3;3;"POR  EL MOENTO  NECESITO  PENSARLO  YA QUE   CON EL  PLAN DE  TELCEL. ES DE  500  Y  SIEMPRE  ACABO  PAGANDO 800 Y  ESO  YA  LO  TENGO MUY  CANSADO ME  GUSTARI  ALGO  MAS  ECONMICO  Y  MAS  BAJO  Y  LO  DEL PLAN  QUE ME ESTA  DICIENDO  NO TENGO Y  QUE  ME  DEN  LO PAGO.";3;4;4;3;1;1;3;3;3;"YA  ,METERME  EN  OTRO  BRONCA  DE  SACAR  UN  PLAN YA  NO  POR  ESO   ME  ESTA  INTERESANDO  ESTO  QUE ME  DICES  DEL PREPAGO";3;4;4;3;4;1;3;3;8;6;8;8;8;8;8;8;6;8;8;8;8;8;6;8;8;8;8;3;1;1;;2;;14;3;98;5;3;98;9;"3 Telcel";1;;
9312;;3;;;;;;;15806;1;;;;;;;;;"1582barrerapatricio101503";"2015-10-10 15:56:41";"2015-10-10 16:11:25";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679926858;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;5;8;;;;;;;;;6;;1;;;;;;;;;;;1;;1;;;;;2;;;;;2;1;;"POR LOS PRECIOS";"PIR LAS TARIFAS SON VAJAS";"POR LE GUSTA";6;98;998;5;;"POR SUS SERVICIOS";;;;4;2;"POR QUE TIENE MAS TIEMPO CON TELCEL";4;2;2;4;4;2;1;2;1;"POR QUE NO ES UNA LINE QUE LE AGRADE";2;2;2;4;2;1;1;4;7;7;6;6;7;7;6;7;6;7;7;7;7;7;6;7;7;7;7;2;2;1;;6;;9;1;5;1;1;6;2;"3 Telcel";1;;
9361;;3;;;;;;;21109;1;;;;;;;;;"1572CARPINTEYROZAIRA091504";"2015-10-10 15:59:06";"2015-10-10 16:54:08";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679781637;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;1;6;;"POR CAMBIO DE TELEFONO";;"POR QUE CAMBIE DE TELEFONO Y ESTE ES TELCEL";998;3;998;3;;"POR QUE TIENE MÁS PROMOCIONES, EN  UNA RECARGA DE 60 MOVISTAR DA LO DOBLE";;2;"POR QUE DESCONOSCO LAS PROMOCIONES QUE TENGA";4;1;"NO ME CAMBIARIA POR QUE TENGO QUE IR HASTA MONTERREY A UNA SUCURSAL";1;1;1;1;1;1;1;1;1;"POR QUE NO TENGO TIEMPO PARA IR A BUSCAR UN MODULO DE ATENCIÓN";1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;4;1;2;;96;"OPERADOR DE GRUAS INDUSTRIALES";4;2;4;1;1;10;3;"3 Telcel";1;;
